Classification,Year,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,22096,22096,221549,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,10800,10800,16291,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,100,100,383,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,392,Japan,JPN,1001,Wheat and meslin,8,Weight in kilograms,2,2,12,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,398,Kazakhstan,KAZ,1001,Wheat and meslin,8,Weight in kilograms,52746800,52746800,15850598,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,1094237200,1094237200,315191716,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,1084185,1084185,665467,0
H5,2021,4,0,2,Export,36,Australia,AUS,48,Bahrain,BHR,1001,Wheat and meslin,8,Weight in kilograms,82500000,82500000,24635719,0
H5,2021,4,0,2,Export,36,Australia,AUS,50,Bangladesh,BGD,1001,Wheat and meslin,8,Weight in kilograms,451240600,451240600,129157840,0
H5,2021,4,0,2,Export,36,Australia,AUS,90,Solomon Isds,SLB,1001,Wheat and meslin,8,Weight in kilograms,13167680,13167680,3225791,0
H5,2021,4,0,2,Export,36,Australia,AUS,104,Myanmar,MMR,1001,Wheat and meslin,8,Weight in kilograms,373348500,373348500,106223290,0
H5,2021,4,0,2,Export,36,Australia,AUS,108,Burundi,BDI,1001,Wheat and meslin,8,Weight in kilograms,23541000,23541000,7000752,0
H5,2021,4,0,2,Export,36,Australia,AUS,144,Sri Lanka,LKA,1001,Wheat and meslin,8,Weight in kilograms,577683100,577683100,149789761,0
H5,2021,4,0,2,Export,36,Australia,AUS,156,China,CHN,1001,Wheat and meslin,8,Weight in kilograms,2943393260,2943393260,880666977,0
H5,2021,4,0,2,Export,36,Australia,AUS,242,Fiji,FJI,1001,Wheat and meslin,8,Weight in kilograms,169735780,169735780,45441417,0
H5,2021,4,0,2,Export,36,Australia,AUS,258,French Polynesia,PYF,1001,Wheat and meslin,8,Weight in kilograms,625280,625280,338075,0
H5,2021,4,0,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,1001,Wheat and meslin,8,Weight in kilograms,1074830,1074830,429100,0
H5,2021,4,0,2,Export,36,Australia,AUS,360,Indonesia,IDN,1001,Wheat and meslin,8,Weight in kilograms,4938500110,4938500110,1322206630,0
H5,2021,4,0,1,Import,36,Australia,AUS,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,2307,2307,5715,0
H5,2021,4,0,2,Export,36,Australia,AUS,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,464616400,464616400,154223882,0
H5,2021,4,0,2,Export,36,Australia,AUS,392,Japan,JPN,1001,Wheat and meslin,8,Weight in kilograms,1216260600,1216260600,342329462,0
H5,2021,4,0,1,Import,36,Australia,AUS,400,Jordan,JOR,1001,Wheat and meslin,8,Weight in kilograms,1512,1512,2998,0
H5,2021,4,0,2,Export,36,Australia,AUS,404,Kenya,KEN,1001,Wheat and meslin,8,Weight in kilograms,508219600,508219600,132770159,0
H5,2021,4,0,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,1001,Wheat and meslin,8,Weight in kilograms,1133738280,1133738280,311250701,0
H5,2021,4,0,2,Export,36,Australia,AUS,414,Kuwait,KWT,1001,Wheat and meslin,8,Weight in kilograms,440514600,440514600,132726677,0
H5,2021,4,0,2,Export,36,Australia,AUS,418,Lao People's Dem. Rep.,LAO,1001,Wheat and meslin,8,Weight in kilograms,2010020,2010020,539291,0
H5,2021,4,0,1,Import,36,Australia,AUS,422,Lebanon,LBN,1001,Wheat and meslin,8,Weight in kilograms,200,200,1365,0
H5,2021,4,0,2,Export,36,Australia,AUS,450,Madagascar,MDG,1001,Wheat and meslin,8,Weight in kilograms,32307000,32307000,9005364,0
H5,2021,4,0,2,Export,36,Australia,AUS,454,Malawi,MWI,1001,Wheat and meslin,8,Weight in kilograms,113250000,113250000,31685923,0
H5,2021,4,0,2,Export,36,Australia,AUS,458,Malaysia,MYS,1001,Wheat and meslin,8,Weight in kilograms,1151033460,1151033460,318827457,0
H5,2021,4,0,2,Export,36,Australia,AUS,480,Mauritius,MUS,1001,Wheat and meslin,8,Weight in kilograms,63170,63170,37563,0
H5,2021,4,0,2,Export,36,Australia,AUS,490,"Other Asia, nes",,1001,Wheat and meslin,8,Weight in kilograms,282394260,282394260,85850196,0
H5,2021,4,0,2,Export,36,Australia,AUS,508,Mozambique,MOZ,1001,Wheat and meslin,8,Weight in kilograms,284279600,284279600,76954507,0
H5,2021,4,0,2,Export,36,Australia,AUS,512,Oman,OMN,1001,Wheat and meslin,8,Weight in kilograms,75584580,75584580,20103811,0
H5,2021,4,0,2,Export,36,Australia,AUS,540,New Caledonia,NCL,1001,Wheat and meslin,8,Weight in kilograms,29851560,29851560,8722910,0
H5,2021,4,0,1,Import,36,Australia,AUS,554,New Zealand,NZL,1001,Wheat and meslin,8,Weight in kilograms,1010336,1010336,697974,0
H5,2021,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,1001,Wheat and meslin,8,Weight in kilograms,546278820,546278820,152692113,0
H5,2021,4,0,2,Export,36,Australia,AUS,566,Nigeria,NGA,1001,Wheat and meslin,8,Weight in kilograms,115280000,115280000,32539626,0
H5,2021,4,0,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,1001,Wheat and meslin,8,Weight in kilograms,252645900,252645900,72264556,0
H5,2021,4,0,2,Export,36,Australia,AUS,608,Philippines,PHL,1001,Wheat and meslin,8,Weight in kilograms,1969593520,1969593520,547155567,0
H5,2021,4,0,2,Export,36,Australia,AUS,626,Timor-Leste,TLS,1001,Wheat and meslin,8,Weight in kilograms,10,10,51,0
H5,2021,4,0,2,Export,36,Australia,AUS,634,Qatar,QAT,1001,Wheat and meslin,8,Weight in kilograms,62783200,62783200,19241809,0
H5,2021,4,0,2,Export,36,Australia,AUS,646,Rwanda,RWA,1001,Wheat and meslin,8,Weight in kilograms,42526200,42526200,11034003,0
H5,2021,4,0,2,Export,36,Australia,AUS,682,Saudi Arabia,SAU,1001,Wheat and meslin,8,Weight in kilograms,481946600,481946600,121413733,0
H5,2021,4,0,1,Import,36,Australia,AUS,699,India,IND,1001,Wheat and meslin,8,Weight in kilograms,6075,6075,7784,0
H5,2021,4,0,2,Export,36,Australia,AUS,702,Singapore,SGP,1001,Wheat and meslin,8,Weight in kilograms,108995270,108995270,30351260,0
H5,2021,4,0,2,Export,36,Australia,AUS,704,Viet Nam,VNM,1001,Wheat and meslin,8,Weight in kilograms,3028631000,3028631000,850485545,0
H5,2021,4,0,2,Export,36,Australia,AUS,710,South Africa,ZAF,1001,Wheat and meslin,8,Weight in kilograms,589422100,589422100,153102053,0
H5,2021,4,0,2,Export,36,Australia,AUS,729,Sudan,SDN,1001,Wheat and meslin,8,Weight in kilograms,226075600,226075600,51893996,0
H5,2021,4,0,2,Export,36,Australia,AUS,764,Thailand,THA,1001,Wheat and meslin,8,Weight in kilograms,1053869280,1053869280,287288930,0
H5,2021,4,0,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,1001,Wheat and meslin,8,Weight in kilograms,250157300,250157300,68772406,0
H5,2021,4,0,1,Import,36,Australia,AUS,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,49790,49790,33707,0
H5,2021,4,0,2,Export,36,Australia,AUS,800,Uganda,UGA,1001,Wheat and meslin,8,Weight in kilograms,123014400,123014400,32854984,0
H5,2021,4,0,2,Export,36,Australia,AUS,818,Egypt,EGY,1001,Wheat and meslin,8,Weight in kilograms,320570400,320570400,82996318,0
H5,2021,4,0,2,Export,36,Australia,AUS,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,6719800,6719800,1792205,0
H5,2021,4,0,2,Export,36,Australia,AUS,834,United Rep. of Tanzania,TZA,1001,Wheat and meslin,8,Weight in kilograms,200866820,200866820,54952350,0
H5,2021,4,0,2,Export,36,Australia,AUS,887,Yemen,YEM,1001,Wheat and meslin,8,Weight in kilograms,856726000,856726000,235893589,0
H5,2021,4,0,2,Export,36,Australia,AUS,894,Zambia,ZMB,1001,Wheat and meslin,8,Weight in kilograms,18000000,18000000,4655909,0
H5,2021,4,0,1,Import,51,Armenia,ARM,268,Georgia,GEO,1001,Wheat and meslin,8,Weight in kilograms,1468305,1468305,365465,0
H5,2021,4,0,2,Export,51,Armenia,ARM,268,Georgia,GEO,1001,Wheat and meslin,8,Weight in kilograms,2263600,2263600,565900,0
H5,2021,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,268527887,268527887,61427048,0
H5,2021,4,0,2,Export,51,Armenia,ARM,643,Russian Federation,RUS,1001,Wheat and meslin,8,Weight in kilograms,100200,100200,14081,0
H5,2021,4,0,2,Export,51,Armenia,ARM,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,12523,12523,12069,0
H5,2021,4,0,1,Import,51,Armenia,ARM,899,"Areas, nes",,1001,Wheat and meslin,8,Weight in kilograms,657572,657572,120460,0
H5,2021,4,0,1,Import,52,Barbados,BRB,699,India,IND,1001,Wheat and meslin,8,Weight in kilograms,42,42,84,0
H5,2021,4,0,1,Import,52,Barbados,BRB,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,12185046,12185046,4274261,0
H5,2021,4,0,1,Import,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,83051,83051,60751,0
H5,2021,4,0,2,Export,56,Belgium,BEL,40,Austria,AUT,1001,Wheat and meslin,8,Weight in kilograms,612027,612027,898352,0
H5,2021,4,0,1,Import,56,Belgium,BEL,51,Armenia,ARM,1001,Wheat and meslin,8,Weight in kilograms,2200,2200,2492,0
H5,2021,4,0,2,Export,56,Belgium,BEL,100,Bulgaria,BGR,1001,Wheat and meslin,8,Weight in kilograms,4,4,11,0
H5,2021,4,0,2,Export,56,Belgium,BEL,108,Burundi,BDI,1001,Wheat and meslin,8,Weight in kilograms,20,20,56,0
H5,2021,4,0,2,Export,56,Belgium,BEL,120,Cameroon,CMR,1001,Wheat and meslin,8,Weight in kilograms,1,1,4,0
H5,2021,4,0,1,Import,56,Belgium,BEL,124,Canada,CAN,1001,Wheat and meslin,8,Weight in kilograms,82954603,82954603,26999085,0
H5,2021,4,0,1,Import,56,Belgium,BEL,156,China,CHN,1001,Wheat and meslin,8,Weight in kilograms,1,1,91,0
H5,2021,4,0,2,Export,56,Belgium,BEL,180,Dem. Rep. of the Congo,COD,1001,Wheat and meslin,8,Weight in kilograms,280,280,770,0
H5,2021,4,0,2,Export,56,Belgium,BEL,196,Cyprus,CYP,1001,Wheat and meslin,8,Weight in kilograms,118,118,58,0
H5,2021,4,0,1,Import,56,Belgium,BEL,203,Czechia,CZE,1001,Wheat and meslin,8,Weight in kilograms,123998,123998,78888,0
H5,2021,4,0,2,Export,56,Belgium,BEL,203,Czechia,CZE,1001,Wheat and meslin,8,Weight in kilograms,844852,844852,357419,0
H5,2021,4,0,1,Import,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,3917040,3917040,1162892,0
H5,2021,4,0,2,Export,56,Belgium,BEL,208,Denmark,DNK,1001,Wheat and meslin,8,Weight in kilograms,4593,4593,1464,0
H5,2021,4,0,1,Import,56,Belgium,BEL,233,Estonia,EST,1001,Wheat and meslin,8,Weight in kilograms,4956920,4956920,1214444,0
H5,2021,4,0,2,Export,56,Belgium,BEL,246,Finland,FIN,1001,Wheat and meslin,8,Weight in kilograms,637399,637399,196956,0
H5,2021,4,0,1,Import,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,2765285128,2765285128,600181056,0
H5,2021,4,0,2,Export,56,Belgium,BEL,251,France,FRA,1001,Wheat and meslin,8,Weight in kilograms,101516848,101516848,18268939,0
H5,2021,4,0,2,Export,56,Belgium,BEL,258,French Polynesia,PYF,1001,Wheat and meslin,8,Weight in kilograms,96,96,204,0
H5,2021,4,0,1,Import,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,975418657,975418657,231937082,0
H5,2021,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,1001,Wheat and meslin,8,Weight in kilograms,61747888,61747888,20413959,0
H5,2021,4,0,1,Import,56,Belgium,BEL,288,Ghana,GHA,1001,Wheat and meslin,8,Weight in kilograms,205,205,340,0
H5,2021,4,0,1,Import,56,Belgium,BEL,300,Greece,GRC,1001,Wheat and meslin,8,Weight in kilograms,137680,137680,200056,0
H5,2021,4,0,2,Export,56,Belgium,BEL,324,Guinea,GIN,1001,Wheat and meslin,8,Weight in kilograms,80,80,233,0
H5,2021,4,0,1,Import,56,Belgium,BEL,348,Hungary,HUN,1001,Wheat and meslin,8,Weight in kilograms,1233540,1233540,437907,0
H5,2021,4,0,2,Export,56,Belgium,BEL,352,Iceland,ISL,1001,Wheat and meslin,8,Weight in kilograms,1100,1100,325,0
H5,2021,4,0,2,Export,56,Belgium,BEL,372,Ireland,IRL,1001,Wheat and meslin,8,Weight in kilograms,9335,9335,3317,0
H5,2021,4,0,1,Import,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,6931911,6931911,3171278,0
H5,2021,4,0,2,Export,56,Belgium,BEL,381,Italy,ITA,1001,Wheat and meslin,8,Weight in kilograms,7698448,7698448,12425273,0
H5,2021,4,0,1,Import,56,Belgium,BEL,398,Kazakhstan,KAZ,1001,Wheat and meslin,8,Weight in kilograms,21000,21000,15750,0
H5,2021,4,0,2,Export,56,Belgium,BEL,410,Rep. of Korea,KOR,1001,Wheat and meslin,8,Weight in kilograms,150607,150607,61113,0
H5,2021,4,0,1,Import,56,Belgium,BEL,428,Latvia,LVA,1001,Wheat and meslin,8,Weight in kilograms,12804260,12804260,2980718,0
H5,2021,4,0,1,Import,56,Belgium,BEL,440,Lithuania,LTU,1001,Wheat and meslin,8,Weight in kilograms,246925,246925,45382,0
H5,2021,4,0,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,2874857,2874857,704621,0
H5,2021,4,0,2,Export,56,Belgium,BEL,442,Luxembourg,LUX,1001,Wheat and meslin,8,Weight in kilograms,2815859,2815859,889581,0
H5,2021,4,0,2,Export,56,Belgium,BEL,462,Maldives,MDV,1001,Wheat and meslin,8,Weight in kilograms,3360,3360,3443,0
H5,2021,4,0,2,Export,56,Belgium,BEL,504,Morocco,MAR,1001,Wheat and meslin,8,Weight in kilograms,394,394,2124,0
H5,2021,4,0,1,Import,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,297905450,297905450,74376854,0
H5,2021,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,1001,Wheat and meslin,8,Weight in kilograms,307396430,307396430,79366445,0
H5,2021,4,0,1,Import,56,Belgium,BEL,566,Nigeria,NGA,1001,Wheat and meslin,8,Weight in kilograms,10,10,9,0
H5,2021,4,0,1,Import,56,Belgium,BEL,604,Peru,PER,1001,Wheat and meslin,8,Weight in kilograms,16,16,23,0
H5,2021,4,0,1,Import,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,1175671,1175671,563603,0
H5,2021,4,0,2,Export,56,Belgium,BEL,616,Poland,POL,1001,Wheat and meslin,8,Weight in kilograms,156506,156506,58451,0
H5,2021,4,0,2,Export,56,Belgium,BEL,620,Portugal,PRT,1001,Wheat and meslin,8,Weight in kilograms,104884,104884,49967,0
H5,2021,4,0,2,Export,56,Belgium,BEL,634,Qatar,QAT,1001,Wheat and meslin,8,Weight in kilograms,250,250,92,0
H5,2021,4,0,1,Import,56,Belgium,BEL,642,Romania,ROU,1001,Wheat and meslin,8,Weight in kilograms,1559217,1559217,450220,0
H5,2021,4,0,2,Export,56,Belgium,BEL,646,Rwanda,RWA,1001,Wheat and meslin,8,Weight in kilograms,164,164,470,0
H5,2021,4,0,2,Export,56,Belgium,BEL,690,Seychelles,SYC,1001,Wheat and meslin,8,Weight in kilograms,10,10,35,0
H5,2021,4,0,2,Export,56,Belgium,BEL,702,Singapore,SGP,1001,Wheat and meslin,8,Weight in kilograms,161,161,55,0
H5,2021,4,0,1,Import,56,Belgium,BEL,703,Slovakia,SVK,1001,Wheat and meslin,8,Weight in kilograms,1470300,1470300,295529,0
H5,2021,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,21662300,21662300,10205301,0
H5,2021,4,0,2,Export,56,Belgium,BEL,724,Spain,ESP,1001,Wheat and meslin,8,Weight in kilograms,179164,179164,150245,0
H5,2021,4,0,2,Export,56,Belgium,BEL,740,Suriname,SUR,1001,Wheat and meslin,8,Weight in kilograms,32,32,59,0
H5,2021,4,0,1,Import,56,Belgium,BEL,752,Sweden,SWE,1001,Wheat and meslin,8,Weight in kilograms,12648450,12648450,2754516,0
H5,2021,4,0,2,Export,56,Belgium,BEL,752,Sweden,SWE,1001,Wheat and meslin,8,Weight in kilograms,22004,22004,35046,0
H5,2021,4,0,2,Export,56,Belgium,BEL,757,Switzerland,CHE,1001,Wheat and meslin,8,Weight in kilograms,15975436,15975436,9180555,6
H5,2021,4,0,1,Import,56,Belgium,BEL,764,Thailand,THA,1001,Wheat and meslin,8,Weight in kilograms,0,0,27,0
H5,2021,4,0,1,Import,56,Belgium,BEL,768,Togo,TGO,1001,Wheat and meslin,8,Weight in kilograms,83,83,199,0
H5,2021,4,0,1,Import,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,5276770,5276770,1873302,0
H5,2021,4,0,2,Export,56,Belgium,BEL,792,Turkey,TUR,1001,Wheat and meslin,8,Weight in kilograms,1590,1590,1168,0
H5,2021,4,0,1,Import,56,Belgium,BEL,800,Uganda,UGA,1001,Wheat and meslin,8,Weight in kilograms,30,30,36,0
H5,2021,4,0,1,Import,56,Belgium,BEL,804,Ukraine,UKR,1001,Wheat and meslin,8,Weight in kilograms,8,8,156,0
H5,2021,4,0,1,Import,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,3355001,3355001,995806,0
H5,2021,4,0,2,Export,56,Belgium,BEL,826,United Kingdom,GBR,1001,Wheat and meslin,8,Weight in kilograms,117403,117403,87069,0
H5,2021,4,0,1,Import,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,12473911,12473911,5361097,0
H5,2021,4,0,2,Export,56,Belgium,BEL,842,USA,USA,1001,Wheat and meslin,8,Weight in kilograms,511,511,3602,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,392,Japan,JPN,1002,Rye,8,Weight in kilograms,2,2,12,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,1002,Rye,8,Weight in kilograms,8000,8000,4673,0
H5,2021,4,0,2,Export,36,Australia,AUS,156,China,CHN,1002,Rye,8,Weight in kilograms,6000,6000,12690,0
H5,2021,4,0,2,Export,36,Australia,AUS,392,Japan,JPN,1002,Rye,8,Weight in kilograms,600,600,923,0
H5,2021,4,0,2,Export,36,Australia,AUS,458,Malaysia,MYS,1002,Rye,8,Weight in kilograms,810,810,980,0
H5,2021,4,0,2,Export,36,Australia,AUS,490,"Other Asia, nes",,1002,Rye,8,Weight in kilograms,113177,113177,77337,6
H5,2021,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,1002,Rye,8,Weight in kilograms,630,630,2412,0
H5,2021,4,0,2,Export,36,Australia,AUS,702,Singapore,SGP,1002,Rye,8,Weight in kilograms,2250,2250,7589,0
H5,2021,4,0,2,Export,36,Australia,AUS,764,Thailand,THA,1002,Rye,8,Weight in kilograms,1000,1000,1205,0
H5,2021,4,0,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,1002,Rye,8,Weight in kilograms,1630,1630,2668,0
H5,2021,4,0,1,Import,56,Belgium,BEL,40,Austria,AUT,1002,Rye,8,Weight in kilograms,52514,52514,31769,0
H5,2021,4,0,1,Import,56,Belgium,BEL,203,Czechia,CZE,1002,Rye,8,Weight in kilograms,26618,26618,14373,0
H5,2021,4,0,1,Import,56,Belgium,BEL,251,France,FRA,1002,Rye,8,Weight in kilograms,2362226,2362226,510413,0
H5,2021,4,0,2,Export,56,Belgium,BEL,251,France,FRA,1002,Rye,8,Weight in kilograms,48416,48416,37334,0
H5,2021,4,0,1,Import,56,Belgium,BEL,276,Germany,DEU,1002,Rye,8,Weight in kilograms,21031360,21031360,4437844,0
H5,2021,4,0,2,Export,56,Belgium,BEL,276,Germany,DEU,1002,Rye,8,Weight in kilograms,1,1,3,0
H5,2021,4,0,1,Import,56,Belgium,BEL,440,Lithuania,LTU,1002,Rye,8,Weight in kilograms,302615,302615,105088,0
H5,2021,4,0,1,Import,56,Belgium,BEL,442,Luxembourg,LUX,1002,Rye,8,Weight in kilograms,504085,504085,112992,0
H5,2021,4,0,1,Import,56,Belgium,BEL,528,Netherlands,NLD,1002,Rye,8,Weight in kilograms,5169527,5169527,1342624,0
H5,2021,4,0,2,Export,56,Belgium,BEL,528,Netherlands,NLD,1002,Rye,8,Weight in kilograms,1693314,1693314,421928,0
H5,2021,4,0,1,Import,56,Belgium,BEL,616,Poland,POL,1002,Rye,8,Weight in kilograms,1410358,1410358,306531,0
H5,2021,4,0,1,Import,56,Belgium,BEL,724,Spain,ESP,1002,Rye,8,Weight in kilograms,194,194,784,0
H5,2021,4,0,1,Import,56,Belgium,BEL,764,Thailand,THA,1002,Rye,8,Weight in kilograms,2,2,12,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,4,Afghanistan,AFG,1003,Barley,8,Weight in kilograms,1258710,1258710,239154,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,40,Austria,AUT,1003,Barley,8,Weight in kilograms,62000,62000,154232,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,251,France,FRA,1003,Barley,8,Weight in kilograms,96200,96200,82976,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,364,Iran,IRN,1003,Barley,8,Weight in kilograms,1700410,1700410,327097,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,368,Iraq,IRQ,1003,Barley,8,Weight in kilograms,33045700,33045700,6479145,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,381,Italy,ITA,1003,Barley,8,Weight in kilograms,20475,20475,18214,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,398,Kazakhstan,KAZ,1003,Barley,8,Weight in kilograms,204000,204000,34858,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,643,Russian Federation,RUS,1003,Barley,8,Weight in kilograms,14881800,14881800,3314146,0
H5,2021,4,0,1,Import,31,Azerbaijan,AZE,792,Turkey,TUR,1003,Barley,8,Weight in kilograms,435500,435500,266643,0
H5,2021,4,0,2,Export,31,Azerbaijan,AZE,792,Turkey,TUR,1003,Barley,8,Weight in kilograms,353900,353900,70780,0
H5,2021,4,0,1,Import,36,Australia,AUS,36,Australia,AUS,1003,Barley,8,Weight in kilograms,26000,26000,8147,0
H5,2021,4,0,4,Re-Import,36,Australia,AUS,36,Australia,AUS,1003,Barley,8,Weight in kilograms,26000,26000,8147,0
H5,2021,4,0,2,Export,36,Australia,AUS,48,Bahrain,BHR,1003,Barley,8,Weight in kilograms,224230,224230,71309,0
H5,2021,4,0,2,Export,36,Australia,AUS,104,Myanmar,MMR,1003,Barley,8,Weight in kilograms,1609760,1609760,362159,0
H5,2021,4,0,1,Import,36,Australia,AUS,152,Chile,CHL,1003,Barley,8,Weight in kilograms,4000,4000,8408,0
H5,2021,4,0,1,Import,36,Australia,AUS,156,China,CHN,1003,Barley,8,Weight in kilograms,29158,29158,87188,0
H5,2021,4,0,2,Export,36,Australia,AUS,218,Ecuador,ECU,1003,Barley,8,Weight in kilograms,38946900,38946900,8895546,0
H5,2021,4,0,1,Import,36,Australia,AUS,231,Ethiopia,ETH,1003,Barley,8,Weight in kilograms,1200,1200,3358,0
H5,2021,4,0,2,Export,36,Australia,AUS,231,Ethiopia,ETH,1003,Barley,8,Weight in kilograms,50776000,50776000,17024031,0
H5,2021,4,0,2,Export,36,Australia,AUS,242,Fiji,FJI,1003,Barley,8,Weight in kilograms,90000,90000,28008,0
H5,2021,4,0,1,Import,36,Australia,AUS,262,Djibouti,DJI,1003,Barley,8,Weight in kilograms,200,200,894,0
H5,2021,4,0,1,Import,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,1003,Barley,8,Weight in kilograms,700,700,1669,0
H5,2021,4,0,2,Export,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,1003,Barley,8,Weight in kilograms,60040,60040,25465,0
H5,2021,4,0,2,Export,36,Australia,AUS,360,Indonesia,IDN,1003,Barley,8,Weight in kilograms,3618710,3618710,917707,0
H5,2021,4,0,2,Export,36,Australia,AUS,364,Iran,IRN,1003,Barley,8,Weight in kilograms,192487000,192487000,44841637,0
H5,2021,4,0,2,Export,36,Australia,AUS,368,Iraq,IRQ,1003,Barley,8,Weight in kilograms,64824000,64824000,14706597,0
H5,2021,4,0,1,Import,36,Australia,AUS,392,Japan,JPN,1003,Barley,8,Weight in kilograms,55,55,1002,0
H5,2021,4,0,2,Export,36,Australia,AUS,392,Japan,JPN,1003,Barley,8,Weight in kilograms,1240229500,1240229500,293534906,0
H5,2021,4,0,2,Export,36,Australia,AUS,400,Jordan,JOR,1003,Barley,8,Weight in kilograms,63000000,63000000,16259657,0
H5,2021,4,0,1,Import,36,Australia,AUS,410,Rep. of Korea,KOR,1003,Barley,8,Weight in kilograms,10962,10962,17868,0
H5,2021,4,0,2,Export,36,Australia,AUS,410,Rep. of Korea,KOR,1003,Barley,8,Weight in kilograms,38629870,38629870,9528033,0
H5,2021,4,0,2,Export,36,Australia,AUS,414,Kuwait,KWT,1003,Barley,8,Weight in kilograms,464406100,464406100,117757746,0
H5,2021,4,0,2,Export,36,Australia,AUS,446,"China, Macao SAR",MAC,1003,Barley,8,Weight in kilograms,10000,10000,13172,0
H5,2021,4,0,2,Export,36,Australia,AUS,458,Malaysia,MYS,1003,Barley,8,Weight in kilograms,1709420,1709420,480400,0
H5,2021,4,0,2,Export,36,Australia,AUS,484,Mexico,MEX,1003,Barley,8,Weight in kilograms,266270000,266270000,69600528,0
H5,2021,4,0,1,Import,36,Australia,AUS,490,"Other Asia, nes",,1003,Barley,8,Weight in kilograms,475,475,1279,0
H5,2021,4,0,2,Export,36,Australia,AUS,490,"Other Asia, nes",,1003,Barley,8,Weight in kilograms,28015110,28015110,6662292,0
H5,2021,4,0,2,Export,36,Australia,AUS,512,Oman,OMN,1003,Barley,8,Weight in kilograms,131390000,131390000,35959885,0
H5,2021,4,0,2,Export,36,Australia,AUS,524,Nepal,NPL,1003,Barley,8,Weight in kilograms,45160,45160,19606,0
H5,2021,4,0,2,Export,36,Australia,AUS,540,New Caledonia,NCL,1003,Barley,8,Weight in kilograms,3906800,3906800,1086327,0
H5,2021,4,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,1003,Barley,8,Weight in kilograms,60110960,60110960,15475529,0
