Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
536;Isaiah Todd;PF;20;WAS;10;0;4.1;0.5;1.7;0.294;0.4;1.1;0.364;0.1;0.6;0.167;0.412;0.2;0.6;0.333;0.2;0.8;1;0.3;0.2;0.2;0.1;0.1;1.6
537;Obi Toppin;PF;23;NYK;59;2;14.9;2.8;5.5;0.512;0.4;1.8;0.238;2.4;3.7;0.643;0.551;1.2;1.6;0.739;0.9;2.6;3.5;0.9;0.3;0.4;0.7;1.3;7.2
538;Juan Toscano-Anderson;SF;28;GSW;67;6;13.9;1.6;3.3;0.487;0.4;1.3;0.31;1.2;2.1;0.593;0.545;0.6;1;0.571;0.4;2.1;2.5;1.8;0.7;0.2;0.9;1.6;4.2
539;Karl-Anthony Towns;C;26;MIN;64;64;33.5;8.8;16.5;0.529;2;5;0.408;6.7;11.5;0.582;0.591;5.4;6.5;0.825;2.6;7.2;9.9;3.7;1;1.2;3.1;3.6;24.9
540;Gary Trent Jr.;SG;23;TOR;60;59;34.7;6.4;15.5;0.41;3;8;0.377;3.4;7.5;0.445;0.506;2.4;2.9;0.838;0.4;2.4;2.8;2;1.8;0.3;1;2.1;18.1
541;P.J. Tucker;PF;36;MIA;62;61;28.2;3.1;6.3;0.49;1.2;2.9;0.43;1.8;3.4;0.541;0.589;0.6;0.9;0.714;1.5;4;5.5;2.1;0.8;0.2;1;2.4;8
542;Rayjon Tucker;SG;24;DEN;3;0;9.7;0.3;0.7;0.5;0.3;0.7;0.5;0;0;0;0.75;1;1.3;0.75;0.3;1;1.3;1.3;0.3;0;0;1;2
543;Myles Turner;C;25;IND;42;42;29.4;4.8;9.4;0.509;1.5;4.4;0.333;3.3;5;0.662;0.587;1.9;2.5;0.752;1.5;5.5;7.1;1;0.7;2.8;1.3;2.8;12.9
544;Jonas Valan?i?nas;C;29;NOP;63;63;30.7;6.9;12.9;0.536;0.8;2.3;0.361;6.1;10.7;0.574;0.568;3.2;3.9;0.822;3.1;8.3;11.4;2.5;0.5;0.9;2.4;3.3;17.9
545;Denzel Valentine;SG;28;TOT;24;0;9.3;1;2.8;0.379;0.8;2;0.404;0.3;0.8;0.316;0.523;0;0;0;0.4;1.4;1.8;0.5;0.3;0;0.5;0.8;2.9
545;Denzel Valentine;SG;28;CLE;22;0;9.3;1;2.8;0.371;0.8;2;0.409;0.2;0.8;0.278;0.516;0;0;0;0.4;1.3;1.7;0.5;0.3;0;0.5;0.8;2.9
545;Denzel Valentine;SG;28;UTA;2;0;9;1;2;0.5;0.5;1.5;0.333;0.5;0.5;1;0.625;0;0;0;0;2;2;0;0.5;0;1;1.5;2.5
546;Jarred Vanderbilt;PF;22;MIN;63;56;25.8;2.9;4.9;0.586;0;0.2;0.167;2.8;4.7;0.603;0.589;1.1;1.7;0.648;3;5.7;8.7;1.4;1.4;0.7;1;2.5;6.9
547;Fred VanVleet;PG;27;TOR;56;56;38.1;7;17.1;0.411;3.9;10;0.39;3.1;7.1;0.441;0.525;3.1;3.6;0.87;0.7;3.9;4.6;6.7;1.6;0.5;2.7;2.4;21.1
548;Devin Vassell;SF;21;SAS;61;22;26.7;4.5;10.5;0.429;1.8;5.1;0.344;2.7;5.4;0.511;0.513;0.9;1.1;0.814;0.6;3.7;4.3;1.8;1;0.7;0.8;2;11.7
549;Gabe Vincent;PG;25;MIA;61;25;23.8;3.3;7.8;0.42;1.8;4.9;0.368;1.5;2.9;0.508;0.536;0.7;0.9;0.808;0.4;1.6;1.9;3.2;1;0.2;1.5;2.3;9
550;Nikola Vu?evi?;C;31;CHI;61;61;33.6;7.6;16.1;0.474;1.4;4.7;0.304;6.2;11.4;0.545;0.519;1.2;1.6;0.76;1.9;9.5;11.5;3.4;1;1.1;1.9;2.5;18
551;Dean Wade;PF;25;CLE;51;28;19.2;1.9;4.3;0.456;1;2.8;0.359;0.9;1.5;0.64;0.574;0.4;0.6;0.667;0.6;2.3;2.9;1;0.6;0.1;0.3;1.7;5.3
552;Franz Wagner;SF;20;ORL;70;70;31.6;5.8;12.5;0.463;1.3;3.6;0.361;4.5;9;0.504;0.515;2.4;2.8;0.851;1.1;3.6;4.6;2.9;0.9;0.4;1.6;2.1;15.3
553;Moritz Wagner;C;24;ORL;51;0;13.3;2.9;5.8;0.5;1;2.9;0.336;1.9;2.9;0.662;0.583;1.6;2;0.804;0.6;2.5;3;1.2;0.3;0.2;0.8;1.8;8.3
554;Ish Wainright;PF;27;PHO;38;0;7.3;0.7;1.9;0.347;0.3;1.1;0.268;0.4;0.8;0.452;0.424;0.1;0.3;0.5;0.5;0.6;1.1;0.3;0.3;0.2;0.3;1.1;1.7
555;Kemba Walker;PG;31;NYK;37;37;25.6;4;10;0.403;2;5.4;0.367;2.1;4.6;0.444;0.501;1.6;1.9;0.845;0.4;2.6;3;3.5;0.7;0.2;1.3;1;11.6
556;Lonnie Walker IV;SG;23;SAS;64;6;23.4;4.6;11.2;0.408;1.6;5.1;0.318;3;6.1;0.483;0.48;1.7;2.1;0.779;0.3;2.3;2.6;2.2;0.6;0.3;1;1.5;12.4
557;M.J. Walker;SG;23;PHO;2;0;4;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0.5;0.5;0.5;1;0;0;0.5;0
558;Tyrone Wallace;SG;27;NOP;2;0;18;2;4.5;0.444;0.5;1;0.5;1.5;3.5;0.429;0.5;0.5;2.5;0.2;0;2;2;0;0;0.5;0;2;5
559;Derrick Walton;PG;26;DET;3;3;36;2;8.7;0.231;1;4.3;0.231;1;4.3;0.231;0.288;1.3;1.3;1;0.7;2.7;3.3;7;2.3;1.3;3.7;2.7;6.3
560;Brad Wanamaker;PG;32;TOT;23;2;13.9;1.2;3.3;0.364;0.2;0.7;0.235;1;2.6;0.4;0.39;1;1.1;0.92;0.3;1.4;1.7;2.4;0.3;0.3;1;2;3.6
560;Brad Wanamaker;PG;32;IND;22;1;13.3;1.2;3.3;0.361;0.2;0.8;0.235;1;2.5;0.4;0.389;0.9;1;0.909;0.3;1.3;1.6;2.2;0.2;0.3;1;1.9;3.5
560;Brad Wanamaker;PG;32;WAS;1;1;27;2;5;0.4;0;0;0;2;5;0.4;0.4;3;3;1;0;4;4;7;2;0;0;3;7
561;Duane Washington Jr.;PG;21;IND;38;7;19.9;3.5;8.7;0.401;1.7;4.4;0.375;1.8;4.3;0.427;0.495;0.8;1.1;0.762;0.1;1.7;1.7;1.8;0.5;0.1;1.2;1.3;9.5
562;P.J. Washington;PF;23;CHO;53;16;26.5;3.7;8.1;0.453;1.8;4.8;0.366;1.9;3.2;0.585;0.563;1;1.4;0.708;1.3;4.1;5.4;2.1;0.9;0.9;1.3;2.3;10.1
563;Yuta Watanabe;SF;27;TOR;32;4;12.6;1.6;3.8;0.421;0.8;2.1;0.382;0.8;1.7;0.472;0.529;0.6;1.1;0.571;0.6;2;2.5;0.6;0.3;0.5;0.6;1.1;4.6
564;Lindy Waters III;SG;24;OKC;14;1;16.6;2.1;5.4;0.382;1.4;4.6;0.292;0.7;0.8;0.909;0.507;0;0;0;0;2.4;2.4;0.7;0.6;0.4;0.2;1.1;5.5
565;Tremont Waters;PG;24;TOT;3;0;16.7;1.3;4.7;0.286;0.7;3;0.222;0.7;1.7;0.4;0.357;0;0;0;0;1.3;1.3;2.3;1.7;0;1.3;1.3;3.3
565;Tremont Waters;PG;24;TOR;2;0;21;1.5;6;0.25;1;4.5;0.222;0.5;1.5;0.333;0.333;0;0;0;0;2;2;3.5;2;0;2;1;4
565;Tremont Waters;PG;24;WAS;1;0;8;1;2;0.5;0;0;0;1;2;0.5;0.5;0;0;0;0;0;0;0;1;0;0;2;2
566;Trendon Watford;SF;21;POR;42;4;16.4;2.6;4.8;0.532;0.2;0.7;0.241;2.4;4.1;0.58;0.549;1.4;1.8;0.787;1;2.9;4;1.4;0.4;0.5;0.7;2.2;6.7
567;Paul Watson;SF;27;OKC;9;3;17.3;1.3;3.9;0.343;0.7;2.9;0.231;0.7;1;0.667;0.429;0.1;0.2;0.5;0.3;2.7;3;0.9;0.3;0.3;0.4;1.1;3.4
568;Quinndary Weatherspoon;SG;25;GSW;9;0;7.6;1.3;2.2;0.6;0.1;0.4;0.25;1.2;1.8;0.688;0.625;0.6;0.6;1;0.2;1.3;1.6;0.4;0.1;0.1;0.3;1.7;3.3
569;Russell Westbrook;PG;33;LAL;68;68;34.3;6.8;15.7;0.432;0.9;3.3;0.277;5.9;12.4;0.474;0.462;3.5;5.2;0.67;1.4;6;7.4;7;1;0.3;3.8;3;17.9
570;Coby White;PG;21;CHI;49;16;28.1;4.8;10.8;0.447;2.3;5.9;0.399;2.5;4.9;0.504;0.556;1.4;1.7;0.852;0.3;2.8;3.1;3;0.4;0.2;1.1;2.2;13.4
571;Derrick White;SG;27;TOT;63;49;29.2;4.6;11.1;0.418;1.5;5.1;0.297;3.1;6;0.52;0.486;2.6;3.1;0.86;0.5;3;3.5;5;1;0.9;1.6;2.3;13.4
571;Derrick White;SG;27;SAS;49;48;30.3;5;11.6;0.426;1.7;5.3;0.314;3.3;6.4;0.519;0.497;2.8;3.3;0.869;0.5;3;3.5;5.6;1;0.9;1.8;2.4;14.4
571;Derrick White;SG;27;BOS;14;1;25.4;3.5;9.2;0.38;1;4.4;0.226;2.5;4.8;0.522;0.434;1.9;2.4;0.818;0.6;2.8;3.4;3;0.9;0.9;1;2.1;9.9
572;Hassan Whiteside;C;32;UTA;57;8;18.2;3.4;5.2;0.649;0;0;0;3.4;5.2;0.649;0.649;1.6;2.5;0.622;2.5;5.3;7.8;0.4;0.4;1.5;0.9;2.9;8.3
573;Joe Wieskamp;SG;22;SAS;20;0;5.4;0.7;1.6;0.406;0.4;1.1;0.364;0.3;0.5;0.5;0.531;0.2;0.4;0.429;0.2;0.3;0.4;0.3;0.2;0.1;0.1;0.4;1.9
574;Aaron Wiggins;SG;23;OKC;41;27;23.3;2.8;6.1;0.464;0.9;2.7;0.321;2;3.4;0.574;0.534;1;1.3;0.709;1;2.6;3.6;1.1;0.7;0.2;0.9;2;7.5
575;Andrew Wiggins;SF;26;GSW;62;62;31.8;6.6;14;0.47;2.2;5.5;0.401;4.4;8.5;0.515;0.549;1.9;3;0.63;1.1;3.3;4.4;2.3;1.1;0.8;1.5;2.1;17.3
576;Lindell Wigginton;PG;23;MIL;15;0;8.1;1;2.1;0.469;0.5;1;0.467;0.5;1.1;0.471;0.578;0.7;1.2;0.556;0.1;1;1.1;0.5;0.2;0.1;0.5;0.6;3.1
577;Brandon Williams;PG;22;POR;11;5;23.7;4.5;10.8;0.42;1.2;3.7;0.317;3.4;7.1;0.474;0.475;3.1;4.8;0.642;0.5;2.5;3;2.4;0.6;0.5;2.3;2;13.4
578;Grant Williams;PF;23;BOS;65;16;23.7;2.6;5.3;0.484;1.4;3.4;0.425;1.1;1.9;0.589;0.62;0.9;1;0.924;0.8;2.6;3.4;1;0.5;0.7;0.8;2.3;7.5
579;Kenrich Williams;SF;27;OKC;49;0;21.9;3;6.5;0.461;0.8;2.5;0.339;2.1;4;0.536;0.525;0.6;1.1;0.545;1.5;3;4.5;2.2;0.9;0.2;0.9;1.7;7.4
580;Lou Williams;PG;35;ATL;49;0;14.4;2.3;5.8;0.402;0.7;1.9;0.347;1.7;3.9;0.429;0.46;1.1;1.3;0.875;0.3;1.2;1.5;1.9;0.5;0.1;0.7;0.9;6.5
581;Patrick Williams;PF;20;CHI;5;5;25;2.6;4.6;0.565;0.6;1.2;0.5;2;3.4;0.588;0.63;0.8;0.8;1;0.2;2;2.2;0.6;0.6;0.4;0.4;1.8;6.6
582;Robert Williams;C;24;BOS;57;57;30;4.4;6.1;0.729;0;0;0;4.4;6.1;0.731;0.729;1.1;1.6;0.719;4;5.8;9.7;2;0.9;2.2;1.1;2.2;10
583;Ziaire Williams;SF;20;MEM;50;27;21.6;3;6.6;0.456;1.2;3.8;0.317;1.8;2.8;0.641;0.547;0.5;0.6;0.781;0.4;1.6;2;0.9;0.5;0.2;0.6;1.9;7.7
584;D.J. Wilson;PF;25;TOR;4;1;13.5;2.8;3.8;0.733;0;0.5;0;2.8;3.3;0.846;0.733;2;2.5;0.8;0.3;3.8;4;1.3;1.3;0.3;0.5;1.5;7.5
585;Dylan Windler;SF;25;CLE;40;0;9.3;0.8;2;0.407;0.5;1.5;0.362;0.3;0.6;0.522;0.537;0.2;0.2;0.778;0.5;1.3;1.8;0.7;0.3;0.1;0.4;1;2.4
586;Justise Winslow;SF;25;TOT;45;8;15.7;2.2;5;0.444;0.3;1.3;0.237;1.9;3.7;0.518;0.476;0.8;1.3;0.614;1;3.2;4.1;1.7;0.7;0.5;1;1.4;5.5
586;Justise Winslow;SF;25;LAC;37;1;12.9;1.7;3.8;0.447;0.1;0.8;0.172;1.6;3;0.518;0.465;0.7;1.1;0.61;0.8;2.8;3.6;1.4;0.6;0.5;1;1.2;4.2
586;Justise Winslow;SF;25;POR;8;7;28.6;4.6;10.5;0.44;1.1;3.8;0.3;3.5;6.8;0.519;0.494;1.3;2;0.625;1.6;5;6.6;3;1.3;0.6;1;2.3;11.6
587;Cassius Winston;PG;23;WAS;5;0;5.4;0.6;1.2;0.5;0.4;1;0.4;0.2;0.2;1;0.667;0.4;0.4;1;0;0;0;1;0;0;0.2;1.4;2
588;Christian Wood;C;26;HOU;62;61;31;6.4;13.1;0.491;1.8;4.9;0.376;4.6;8.2;0.559;0.561;3;5;0.612;1.8;8.4;10.1;2.2;0.8;1;1.8;2.5;17.7
589;Robert Woodard II;SF;22;SAC;12;0;3.5;0.2;1.3;0.125;0.1;0.3;0.25;0.1;1;0.083;0.156;0.2;0.2;1;0.4;0.5;0.9;0.3;0.1;0.1;0.1;0.3;0.6
590;Delon Wright;SG;29;ATL;64;6;18;1.5;3.4;0.438;0.5;1.4;0.348;1;2;0.5;0.509;0.7;0.8;0.849;0.6;2.2;2.8;2.3;1;0.2;0.6;0.7;4.2
591;McKinley Wright IV;PG;23;MIN;3;0;3;0.7;1;0.667;0.3;0.7;0.5;0.3;0.3;1;0.833;0;0;0;0;0;0;0.3;0;0;0.3;0.3;1.7
592;Moses Wright;PF;23;LAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
593;Thaddeus Young;PF;33;TOT;39;1;15.5;2.7;5.2;0.53;0.2;0.6;0.364;2.5;4.6;0.55;0.55;0.4;0.9;0.405;1.6;2.3;3.9;2;0.9;0.3;1.1;1.6;6.1
593;Thaddeus Young;PF;33;SAS;26;1;14.2;2.8;4.9;0.578;0;0.2;0;2.8;4.7;0.602;0.578;0.4;0.8;0.455;1.5;2;3.6;2.3;0.9;0.3;1.2;1.5;6.1
593;Thaddeus Young;PF;33;TOR;13;0;17.9;2.5;5.7;0.446;0.6;1.3;0.471;1.9;4.4;0.439;0.5;0.4;1.2;0.333;1.6;2.8;4.5;1.5;1;0.3;1;1.8;6.1
594;Trae Young;PG;23;ATL;64;64;34.9;9.3;20.4;0.456;3;7.8;0.38;6.4;12.6;0.504;0.529;6.5;7.2;0.9;0.6;3.2;3.8;9.5;1;0.1;4;1.6;28
595;Omer Yurtseven;C;23;MIA;49;11;12.8;2.5;4.5;0.545;0;0.1;0.143;2.4;4.4;0.558;0.547;0.7;1.2;0.632;1.5;3.9;5.4;0.9;0.3;0.4;0.8;1.6;5.7
596;Cody Zeller;C;29;POR;27;0;13.1;1.9;3.3;0.567;0;0.1;0;1.9;3.2;0.593;0.567;1.4;1.8;0.776;1.9;2.8;4.6;0.8;0.3;0.2;0.7;2.1;5.2
597;Ivica Zubac;C;24;LAC;66;66;24.6;4;6.3;0.63;0;0;0;4;6.3;0.63;0.63;2.3;3.1;0.73;2.8;5.7;8.5;1.5;0.5;1;1.6;2.6;10.3
