Country,Year,Area Harvested,Production,Imports,Beginning Stocks,Domestic Consumption,Feed Dom. Consumption,Exports,Ending Stocks
Yemen (Sanaa),1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Yemen (Sanaa),1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Yemen (Sanaa),1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Yemen (Sanaa),1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Yemen (Sanaa),1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Yemen (Sanaa),1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Yemen (Sanaa),1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Yemen (Sanaa),1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Yemen (Sanaa),1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Yemen (Sanaa),1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Yemen (Sanaa),1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Yemen (Sanaa),1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Yemen (Sanaa),1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Yemen (Sanaa),1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Yemen (Sanaa),1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Yemen (Sanaa),1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Yemen (Sanaa),1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Yemen (Sanaa),1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Yemen (Sanaa),1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Yemen (Sanaa),1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Yemen (Sanaa),1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Yemen (Sanaa),1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Yemen (Sanaa),1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Yemen (Sanaa),1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Yemen (Sanaa),1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Yemen (Sanaa),1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Yemen (Sanaa),1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Yemen (Sanaa),1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Yemen (Sanaa),1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Yemen (Sanaa),1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Yemen (Sanaa),1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Yemen (Sanaa),1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Yemen (Sanaa),1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Yemen (Sanaa),1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Yemen (Sanaa),1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Yemen (Aden),2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Yemen (Aden),2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Yemen (Aden),2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Yemen (Aden),2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Yemen (Aden),2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Yemen (Aden),2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Yemen (Aden),2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Yemen (Aden),2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Yemen (Aden),2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Yemen (Aden),2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Yemen (Aden),2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Yemen (Aden),2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Yemen (Aden),2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Yemen (Aden),2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Yemen (Aden),2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Yemen (Aden),2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Yemen (Aden),2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Yemen (Aden),2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Yemen (Aden),2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Yemen (Aden),2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Yemen (Aden),1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Yemen (Aden),1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Yemen (Aden),1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Yemen (Aden),1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Yemen (Aden),1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Yemen (Aden),1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Yemen (Aden),1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Yemen (Aden),1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Yemen (Aden),1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Yemen (Aden),1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Yemen (Aden),1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Yemen (Aden),1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Yemen (Aden),1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Yemen (Aden),1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Yemen (Aden),1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Yemen (Aden),1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Yemen (Aden),1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Yemen (Aden),1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Yemen (Aden),1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Yemen (Aden),1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Yemen (Aden),1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Yemen (Aden),1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Yemen (Aden),1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Yemen (Aden),1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Yemen (Aden),1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Yemen (Aden),1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Yemen (Aden),1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Yemen (Aden),1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Yemen (Aden),1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Yemen (Aden),1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Yemen (Aden),1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Yemen (Aden),1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Yemen (Aden),1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Yemen (Aden),1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Yemen (Aden),1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Yemen (Aden),1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Yemen (Aden),1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Yemen (Aden),1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Yemen (Aden),1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Yemen (Aden),1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Yemen,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Yemen,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Yemen,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Yemen,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Yemen,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Yemen,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Yemen,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Yemen,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Yemen,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Yemen,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Yemen,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Yemen,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Yemen,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Yemen,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Yemen,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Yemen,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Yemen,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Yemen,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Yemen,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Yemen,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Yemen,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Yemen,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Yemen,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Yemen,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Yemen,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Yemen,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Yemen,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Yemen,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Yemen,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Yemen,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Yemen,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Yemen,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Yemen,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Yemen,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Yemen,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Yemen,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Yemen,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Yemen,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Yemen,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Yemen,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Yemen,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Yemen,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Yemen,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Yemen,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Yemen,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Yemen,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Yemen,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Yemen,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Yemen,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Yemen,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Yemen,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Yemen,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Yemen,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Yemen,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Yemen,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Yemen,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Yemen,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Yemen,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Yemen,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Yemen,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Vietnam,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Vietnam,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Vietnam,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Vietnam,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Vietnam,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Vietnam,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Vietnam,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Vietnam,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Vietnam,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Vietnam,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Vietnam,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Vietnam,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Vietnam,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Vietnam,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Vietnam,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Vietnam,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Vietnam,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Vietnam,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Vietnam,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Vietnam,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Vietnam,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Vietnam,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Vietnam,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Vietnam,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Vietnam,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Vietnam,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Vietnam,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Vietnam,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Vietnam,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Vietnam,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Vietnam,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Vietnam,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Vietnam,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Vietnam,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Vietnam,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Vietnam,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Vietnam,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Vietnam,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Vietnam,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Vietnam,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Vietnam,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Vietnam,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Vietnam,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Vietnam,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Vietnam,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Vietnam,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Vietnam,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Vietnam,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Vietnam,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Vietnam,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Vietnam,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Vietnam,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Vietnam,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Vietnam,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Vietnam,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Vietnam,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Vietnam,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Vietnam,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Vietnam,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Vietnam,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Venezuela,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Venezuela,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Venezuela,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Venezuela,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Venezuela,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Venezuela,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Venezuela,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Venezuela,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Venezuela,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Venezuela,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Venezuela,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Venezuela,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Venezuela,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Venezuela,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Venezuela,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Venezuela,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Venezuela,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Venezuela,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Venezuela,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Venezuela,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Venezuela,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Venezuela,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Venezuela,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Venezuela,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Venezuela,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Venezuela,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Venezuela,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Venezuela,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Venezuela,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Venezuela,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Venezuela,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Venezuela,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Venezuela,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Venezuela,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Venezuela,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Venezuela,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Venezuela,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Venezuela,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Venezuela,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Venezuela,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Venezuela,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Venezuela,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Venezuela,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Venezuela,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Venezuela,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Venezuela,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Venezuela,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Venezuela,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Venezuela,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Venezuela,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Venezuela,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Venezuela,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Venezuela,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Venezuela,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Venezuela,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Venezuela,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Venezuela,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Venezuela,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Venezuela,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Venezuela,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Uzbekistan,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Uzbekistan,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Uzbekistan,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Uzbekistan,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Uzbekistan,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Uzbekistan,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Uzbekistan,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Uzbekistan,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Uzbekistan,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Uzbekistan,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Uzbekistan,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Uzbekistan,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Uzbekistan,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Uzbekistan,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Uzbekistan,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Uzbekistan,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Uzbekistan,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Uzbekistan,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Uzbekistan,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Uzbekistan,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Uzbekistan,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Uzbekistan,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Uzbekistan,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Uzbekistan,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Uzbekistan,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Uzbekistan,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Uzbekistan,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Uzbekistan,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Uzbekistan,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Uzbekistan,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Uzbekistan,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Uzbekistan,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Uzbekistan,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Uzbekistan,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Uzbekistan,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Uzbekistan,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Uzbekistan,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Uzbekistan,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Uzbekistan,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Uzbekistan,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Uzbekistan,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Uzbekistan,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Uzbekistan,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Uzbekistan,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Uzbekistan,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Uzbekistan,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Uzbekistan,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Uzbekistan,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Uzbekistan,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Uzbekistan,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Uzbekistan,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Uzbekistan,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Uzbekistan,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Uzbekistan,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Uzbekistan,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Uzbekistan,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Uzbekistan,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Uzbekistan,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Uzbekistan,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Uzbekistan,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Uruguay,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Uruguay,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Uruguay,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Uruguay,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Uruguay,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Uruguay,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Uruguay,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Uruguay,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Uruguay,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Uruguay,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Uruguay,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Uruguay,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Uruguay,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Uruguay,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Uruguay,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Uruguay,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Uruguay,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Uruguay,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Uruguay,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Uruguay,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Uruguay,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Uruguay,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Uruguay,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Uruguay,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Uruguay,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Uruguay,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Uruguay,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Uruguay,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Uruguay,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Uruguay,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Uruguay,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Uruguay,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Uruguay,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Uruguay,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Uruguay,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Uruguay,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Uruguay,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Uruguay,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Uruguay,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Uruguay,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
