Country,Year,Area Harvested,Production,Imports,Beginning Stocks,Domestic Consumption,Feed Dom. Consumption,Exports,Ending Stocks
Ethiopia,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Ethiopia,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Ethiopia,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Ethiopia,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Ethiopia,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Ethiopia,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Ethiopia,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Ethiopia,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Ethiopia,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Ethiopia,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Ethiopia,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Ethiopia,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Ethiopia,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Ethiopia,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Ethiopia,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Ethiopia,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Ethiopia,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Ethiopia,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Ethiopia,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Ethiopia,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Ethiopia,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Ethiopia,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Ethiopia,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Ethiopia,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Ethiopia,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Ethiopia,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Ethiopia,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Ethiopia,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Ethiopia,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Ethiopia,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Estonia,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Estonia,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Estonia,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Estonia,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Estonia,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Estonia,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Estonia,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Estonia,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Estonia,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Estonia,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Estonia,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Estonia,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Estonia,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Estonia,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Estonia,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Estonia,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Estonia,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Estonia,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Estonia,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Estonia,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Estonia,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Estonia,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Estonia,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Estonia,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Estonia,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Estonia,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Estonia,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Estonia,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Estonia,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Estonia,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Estonia,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Estonia,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Estonia,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Estonia,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Estonia,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Estonia,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Estonia,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Estonia,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Estonia,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Estonia,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Estonia,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Estonia,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Estonia,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Estonia,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Estonia,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Estonia,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Estonia,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Estonia,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Estonia,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Estonia,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Estonia,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Estonia,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Estonia,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Estonia,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Estonia,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Estonia,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Estonia,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Estonia,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Estonia,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Estonia,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Eritrea,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Eritrea,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Eritrea,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Eritrea,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Eritrea,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Eritrea,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Eritrea,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Eritrea,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Eritrea,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Eritrea,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Eritrea,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Eritrea,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Eritrea,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Eritrea,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Eritrea,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Eritrea,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Eritrea,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Eritrea,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Eritrea,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Eritrea,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Eritrea,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Eritrea,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Eritrea,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Eritrea,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Eritrea,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Eritrea,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Eritrea,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Eritrea,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Eritrea,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Eritrea,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Eritrea,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Eritrea,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Eritrea,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Eritrea,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Eritrea,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Eritrea,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Eritrea,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Eritrea,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Eritrea,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Eritrea,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Eritrea,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Eritrea,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Eritrea,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Eritrea,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Eritrea,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Eritrea,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Eritrea,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Eritrea,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Eritrea,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Eritrea,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Eritrea,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Eritrea,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Eritrea,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Eritrea,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Eritrea,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Eritrea,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Eritrea,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Eritrea,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Eritrea,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Eritrea,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
El Salvador,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
El Salvador,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
El Salvador,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
El Salvador,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
El Salvador,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
El Salvador,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
El Salvador,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
El Salvador,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
El Salvador,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
El Salvador,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
El Salvador,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
El Salvador,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
El Salvador,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
El Salvador,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
El Salvador,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
El Salvador,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
El Salvador,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
El Salvador,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
El Salvador,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
El Salvador,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
El Salvador,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
El Salvador,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
El Salvador,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
El Salvador,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
El Salvador,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
El Salvador,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
El Salvador,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
El Salvador,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
El Salvador,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
El Salvador,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
El Salvador,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
El Salvador,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
El Salvador,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
El Salvador,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
El Salvador,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
El Salvador,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
El Salvador,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
El Salvador,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
El Salvador,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
El Salvador,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
El Salvador,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
El Salvador,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
El Salvador,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
El Salvador,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
El Salvador,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
El Salvador,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
El Salvador,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
El Salvador,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
El Salvador,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
El Salvador,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
El Salvador,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
El Salvador,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
El Salvador,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
El Salvador,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
El Salvador,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
El Salvador,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
El Salvador,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
El Salvador,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
El Salvador,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
El Salvador,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Egypt,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Egypt,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Egypt,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Egypt,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Egypt,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Egypt,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Egypt,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Egypt,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Egypt,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Egypt,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Egypt,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Egypt,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Egypt,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Egypt,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Egypt,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Egypt,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Egypt,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Egypt,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Egypt,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Egypt,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Egypt,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Egypt,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Egypt,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Egypt,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Egypt,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Egypt,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Egypt,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Egypt,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Egypt,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Egypt,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Egypt,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Egypt,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Egypt,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Egypt,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Egypt,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Egypt,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Egypt,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Egypt,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Egypt,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Egypt,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Egypt,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Egypt,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Egypt,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Egypt,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Egypt,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Egypt,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Egypt,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Egypt,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Egypt,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Egypt,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Egypt,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Egypt,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Egypt,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Egypt,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Egypt,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Egypt,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Egypt,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Egypt,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Egypt,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Egypt,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Ecuador,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Ecuador,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Ecuador,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Ecuador,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Ecuador,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Ecuador,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Ecuador,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Ecuador,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Ecuador,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Ecuador,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Ecuador,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Ecuador,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Ecuador,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Ecuador,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Ecuador,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Ecuador,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Ecuador,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Ecuador,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Ecuador,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Ecuador,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Ecuador,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Ecuador,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Ecuador,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Ecuador,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Ecuador,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Ecuador,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Ecuador,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Ecuador,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Ecuador,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Ecuador,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Ecuador,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Ecuador,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Ecuador,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Ecuador,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Ecuador,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Ecuador,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Ecuador,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Ecuador,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Ecuador,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Ecuador,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Ecuador,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Ecuador,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Ecuador,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Ecuador,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Ecuador,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Ecuador,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Ecuador,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Ecuador,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Ecuador,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Ecuador,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Ecuador,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Ecuador,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Ecuador,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Ecuador,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Ecuador,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Ecuador,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
Ecuador,1963/1964,206307,230387,56641,75846,234282,23646,58265,70327
Ecuador,1962/1963,206878,246780,43168,69850,237725,29958,46227,75846
Ecuador,1961/1962,203458,220049,46039,82942,232231,33275,46949,69850
Ecuador,1960/1961,202200,233451,41527,80278,228550,29977,43857,82849
Dominican Republic,2019/2020,218037,765551,176532,277896,751028,148470,180676,288275
Dominican Republic,2018/2019,215467,731282,169911,282727,733133,139757,172891,277896
Dominican Republic,2017/2018,218284,762309,180025,262723,739865,146501,182465,282727
Dominican Republic,2016/2017,222331,756358,179625,244877,734643,147348,183494,262723
Dominican Republic,2015/2016,224025,738161,169419,222764,712892,141171,172575,244877
Dominican Republic,2014/2015,221340,730412,159378,197706,700514,132365,164218,222764
Dominican Republic,2013/2014,220014,716600,158760,179534,691263,127412,165925,197706
Dominican Republic,2012/2013,216188,660399,146085,199418,688299,139629,138069,179534
Dominican Republic,2011/2012,221248,698705,150559,199211,691413,149928,157644,199418
Dominican Republic,2010/2011,217108,650662,131878,204078,654367,117645,133040,199211
Dominican Republic,2009/2010,225779,688180,133605,170062,651005,123295,136764,204078
Dominican Republic,2008/2009,224206,684784,137703,128475,636779,123963,144121,170062
Dominican Republic,2007/2008,216923,612228,113496,133491,614350,105024,116390,128475
Dominican Republic,2006/2007,212317,596688,113934,153280,618852,113084,111559,133491
Dominican Republic,2005/2006,217512,618828,111572,156427,616153,117699,117394,153280
Dominican Republic,2004/2005,215748,626747,110440,135912,605591,110715,111081,156427
Dominican Republic,2003/2004,207925,555689,101107,169109,581474,101680,108519,135912
Dominican Republic,2002/2003,213437,569667,103712,203297,602226,116141,105341,169109
Dominican Republic,2001/2002,214224,583871,106234,206051,587076,111942,105783,203297
Dominican Republic,2000/2001,215340,582787,99344,209072,583957,109846,101195,206051
Dominican Republic,1999/2000,212644,587450,106718,209294,580955,104644,113435,209072
Dominican Republic,1998/1999,219163,590470,99635,197915,577407,109446,101319,209294
Dominican Republic,1997/1998,226370,610176,103533,164389,575783,106188,104400,197915
Dominican Republic,1996/1997,227070,581286,98254,155786,563994,101392,106943,164389
Dominican Republic,1995/1996,216712,537498,97188,163921,543624,96912,99197,155786
Dominican Republic,1994/1995,213327,523121,99877,182663,543525,102954,98215,163921
Dominican Republic,1993/1994,221030,558555,98561,176731,547467,110966,103717,182663
Dominican Republic,1992/1993,222190,562668,108810,160984,545692,112784,110039,176731
Dominican Republic,1991/1992,222783,543437,108361,170884,551450,117215,109948,161284
Dominican Republic,1990/1991,230990,588798,99003,136584,549658,132534,103843,170884
Dominican Republic,1989/1990,226298,533110,98797,134750,526654,105248,103419,136584
Dominican Republic,1988/1989,217842,495264,102384,158789,516536,105271,105151,134750
Dominican Republic,1987/1988,220038,498674,112247,190882,531449,115241,111565,158789
Dominican Republic,1986/1987,227848,524043,86488,178435,508810,114907,89274,190882
Dominican Republic,1985/1986,229788,494802,80505,168405,482825,98755,82452,178435
Dominican Republic,1984/1985,231643,508908,101573,145780,484210,101533,103646,168405
Dominican Republic,1983/1984,229918,484451,97994,130131,464999,96998,101794,145780
Dominican Republic,1982/1983,238353,472739,93230,112632,447737,93948,100949,130131
Dominican Republic,1981/1982,238911,444995,97042,112642,441671,91662,100376,112632
Dominican Republic,1980/1981,236901,435867,89496,120453,443448,91710,90126,112642
Dominican Republic,1979/1980,227830,417542,82242,134848,428576,94948,85603,120453
Dominican Republic,1978/1979,228902,438942,68676,109207,405214,90757,76763,134848
Dominican Republic,1977/1978,227156,377844,69904,127352,398984,86271,66909,109207
Dominican Republic,1976/1977,233072,414348,59598,86720,369481,69230,63833,127352
Dominican Republic,1975/1976,225338,352647,66406,81353,346796,63534,66891,86719
Dominican Republic,1974/1975,220026,355226,58422,82667,353328,72816,61634,81353
Dominican Republic,1973/1974,217030,366069,59119,74928,351582,70037,65867,82667
Dominican Republic,1972/1973,210900,337486,65618,89244,352619,84125,64801,74928
Dominican Republic,1971/1972,212736,344119,56330,80529,335674,81205,56060,89244
Dominican Republic,1970/1971,206979,306531,55808,103543,328874,78680,56479,80529
Dominican Republic,1969/1970,217824,304021,51418,121311,317390,70009,55817,103543
Dominican Republic,1968/1969,223894,323774,48500,97664,298359,61276,50268,121311
Dominican Republic,1967/1968,219201,291948,52290,87622,280645,49040,53551,97664
Dominican Republic,1966/1967,213840,300651,57611,60734,272970,43448,58404,87622
Dominican Republic,1965/1966,215248,259312,60090,78479,276081,48349,61066,60734
Dominican Republic,1964/1965,215940,264911,49086,70327,250976,33606,54869,78479
